ID_REF;MIMAT0005898;MIMAT0005951;MIMAT0019691;MIMAT0027623;MIMAT0027650;ETAT;;
GSM1877357;10.03247476;8.987412807;8.614482942;7.539036415;7.825492247;breast cancer;;
GSM1877358;9.370364234;9.826185681;8.723193095;8.645567565;8.607361002;breast cancer;;
GSM1877359;9.097231015;9.968686033;8.954176471;8.098849532;8.299919675;breast cancer;;
GSM1877360;8.505283398;9.386107358;8.200817736;8.143681435;8.546955986;breast cancer;;
GSM1877361;7.481718112;8.653162875;8.43999921;7.904623089;7.89369993;breast cancer;;
GSM1877362;10.42143695;9.077362077;8.622959943;8.763636579;8.950029377;breast cancer;;
GSM1877363;7.699469094;9.581065971;8.673886854;8.169441344;7.7567358;breast cancer;;
GSM1877364;9.600464455;9.634843072;8.467217188;8.940021221;7.801697187;breast cancer;;
GSM1877365;6.201572023;8.653293704;8.700680356;7.729521866;8.822282748;breast cancer;;
GSM1877366;8.830999837;9.818975458;8.431211911;8.042735975;8.715569676;breast cancer;;
GSM1877367;8.923204712;9.623252738;8.100673672;7.99051574;7.987706626;breast cancer;;
GSM1877368;8.149370687;8.910446348;8.353535424;7.655629871;8.696357612;breast cancer;;
GSM1877369;7.26810799;9.328741839;8.974172826;7.900252004;8.299703134;breast cancer;;
GSM1877370;7.418314241;9.600728996;8.466917757;8.198143334;8.329472035;breast cancer;;
GSM1877371;6.102166381;9.032169227;8.076300829;8.592926844;8.444204778;breast cancer;;
GSM1877372;7.495133473;8.809358601;8.130642557;7.983715283;8.597448697;breast cancer;;
GSM1877373;5.702602971;8.970948961;8.490962593;8.134486187;9.208048646;breast cancer;;
GSM1877374;8.514285532;8.758476836;7.587781712;7.204443597;8.496401823;breast cancer;;
GSM1877375;9.398836127;9.256369911;7.422220676;8.400375748;8.318611695;breast cancer;;
GSM1877376;7.680344737;9.632518504;8.591936416;7.804726003;7.763437782;breast cancer;;
GSM1877377;7.135197457;9.264033654;8.477429868;8.19153401;8.325579957;breast cancer;;
GSM1877378;8.605868206;8.83528108;7.876805099;8.216940468;8.381187822;breast cancer;;
GSM1877379;6.751026934;8.741023899;7.714328547;8.07029692;8.343512777;breast cancer;;
GSM1877380;10.79763483;9.14991111;8.354861895;8.330723659;9.492860899;breast cancer;;
GSM1877381;7.482664457;8.788061903;7.963943179;8.084896481;8.552952583;breast cancer;;
GSM1877382;8.711410644;9.490578152;8.641677446;7.884185594;8.471299753;breast cancer;;
GSM1877383;7.53801048;9.288167555;8.079977622;7.753098542;8.312791466;breast cancer;;
GSM1877384;5.060012276;9.16889312;8.555497326;8.407778466;6.926681225;breast cancer;;
GSM1877385;5.940809622;9.733117244;8.541443717;8.284735707;7.826609575;breast cancer;;
GSM1877386;6.142386141;9.739312298;7.657789349;8.50039616;7.784821425;breast cancer;;
GSM1877387;10.12714967;8.899947955;7.688450813;8.294303941;8.563145145;breast cancer;;
GSM1877388;9.891785089;9.208115879;8.229152607;8.428991584;9.009526935;breast cancer;;
GSM1877389;10.71370549;9.30404645;8.227633821;8.264217431;9.078548457;breast cancer;;
GSM1877390;5.989998105;9.522489925;7.864534445;8.560138591;6.715665946;breast cancer;;
GSM1877391;7.219890546;9.385523334;8.055784005;8.309087636;8.168469673;breast cancer;;
GSM1877392;7.053605249;9.212967395;8.304898393;8.250998843;8.795401815;breast cancer;;
GSM1877393;9.918515342;9.53510683;8.337245944;8.214663955;8.821586539;breast cancer;;
GSM1877394;9.773354435;9.524817648;8.204311066;7.958735427;8.62675235;breast cancer;;
GSM1877395;9.086864328;8.301526085;8.391660985;8.375178138;8.606619712;breast cancer;;
GSM1877396;7.303377306;8.380888211;8.223664945;8.118421154;9.120238553;breast cancer;;
GSM1877397;7.536637409;9.046778115;7.997983966;8.217322627;7.71303627;breast cancer;;
GSM1877398;9.131094474;9.059970876;9.09247927;7.657242964;8.063154975;breast cancer;;
GSM1877399;9.164970857;9.302584567;8.882435379;7.658726997;7.742372753;breast cancer;;
GSM1877400;9.904290991;9.161875761;8.406113401;7.948377604;8.445257397;breast cancer;;
GSM1877401;8.986321293;8.639246708;9.247367058;7.139546335;8.518243164;breast cancer;;
GSM1877402;9.347321884;8.357358562;7.854824954;8.156766499;8.202382087;breast cancer;;
GSM1877403;8.642848586;9.146795016;8.446047208;8.118949886;8.862958931;breast cancer;;
GSM1877404;5.52361545;9.36240869;8.101969213;8.97180342;8.392343802;breast cancer;;
GSM1877405;9.313568983;9.138059555;9.18319234;8.146189856;7.986157118;breast cancer;;
GSM1877406;9.489537237;9.064938655;7.850578864;7.688794844;7.956474162;breast cancer;;
GSM1877407;9.499357282;9.119013965;9.086470887;7.834780965;9.145608171;breast cancer;;
GSM1877408;10.87492147;8.11901538;8.363580856;7.756332164;8.638094973;breast cancer;;
GSM1877409;9.798970388;9.37896606;8.615969111;7.964827572;7.842849581;breast cancer;;
GSM1877410;9.292564643;8.540088801;8.248490183;7.977702267;8.602136013;breast cancer;;
GSM1877411;10.14769224;8.447416364;8.440903262;8.28709195;8.903819944;breast cancer;;
GSM1877412;10.71172924;9.324690955;7.721746009;8.148717309;8.15646157;breast cancer;;
GSM1877413;10.68543065;9.490315833;8.773214307;7.773595985;8.401247921;breast cancer;;
GSM1877414;9.874628315;9.682787802;8.698546512;7.930534602;7.722175696;breast cancer;;
GSM1877415;8.334470056;9.177415263;7.729707329;7.82053942;6.753585086;breast cancer;;
GSM1877416;8.898823322;8.744631794;7.706264898;8.308855199;7.490022783;breast cancer;;
GSM1877417;10.34001973;9.350010298;7.915590681;8.068582466;7.448732784;breast cancer;;
GSM1877418;8.291475934;8.33154429;8.748301145;7.206825705;7.947061188;breast cancer;;
GSM1877419;10.27382564;7.124834878;8.633876036;7.960989109;8.34035041;breast cancer;;
GSM1877420;10.47032007;9.108338313;8.165635243;7.752288767;7.755304513;breast cancer;;
GSM1877421;5.590094567;5.877339826;7.994970527;7.832844542;8.461443279;breast cancer;;
GSM1877422;8.855184553;9.034104036;8.506075389;7.937213795;8.507181134;breast cancer;;
GSM1877423;8.816886169;8.987866942;8.77357923;7.809830468;7.651124345;breast cancer;;
GSM1877424;10.76671621;9.304712507;8.137954002;7.884545623;7.76807576;breast cancer;;
GSM1877425;10.98185761;8.724048569;8.854604537;8.073134164;8.868334529;breast cancer;;
GSM1877426;11.39184862;8.595073994;8.08885322;8.412322445;8.509136534;breast cancer;;
GSM1877427;7.417071546;9.186258176;8.240964265;8.101192203;8.286328415;breast cancer;;
GSM1877428;6.561244709;9.436744322;7.860549534;8.981734193;8.003812242;breast cancer;;
GSM1877429;6.957831075;8.485294841;8.697529545;8.202229991;9.116012493;breast cancer;;
GSM1877430;8.572865566;8.362039711;7.814294603;8.072388271;8.738388296;breast cancer;;
GSM1877431;10.41195124;9.365015965;8.187287151;8.326403222;9.008773784;breast cancer;;
GSM1877432;12.06126952;8.897397623;7.969467177;8.395595827;8.687732429;breast cancer;;
GSM1877433;11.4806681;9.471593192;7.700476533;8.302961472;8.540681098;breast cancer;;
GSM1877434;5.672136928;8.861832335;8.736935694;8.194894372;8.669361756;breast cancer;;
GSM1877435;4.871361392;9.703572658;7.378508063;8.20186702;8.327752595;breast cancer;;
GSM1877436;10.80245345;8.700344497;8.042113916;8.021565158;10.28880662;breast cancer;;
GSM1877437;8.607630646;9.404619402;8.399683392;8.376048868;7.895344334;breast cancer;;
GSM1877438;5.85821429;9.202592027;7.775466463;8.192306917;8.526252833;breast cancer;;
GSM1877439;6.689760688;8.85222103;8.106096459;8.261566976;8.274589185;breast cancer;;
GSM1877440;10.73024282;9.399180566;7.375621601;8.55865029;9.296662784;breast cancer;;
GSM1877441;8.874655948;8.663672368;7.702240575;8.343430026;8.338514454;breast cancer;;
GSM1877442;5.924996559;9.033077373;8.482271149;8.047478943;9.02090235;breast cancer;;
GSM1877443;5.715687253;9.286868677;8.270322591;8.367220723;8.268771108;breast cancer;;
GSM1877444;6.70887017;8.796479656;7.793868263;8.157681594;8.718134277;breast cancer;;
GSM1877445;5.594927399;8.026444324;7.803399439;8.400105659;8.94562501;breast cancer;;
GSM1877446;3.192300335;8.770658835;8.231454455;7.644175072;8.449023581;breast cancer;;
GSM1877447;5.892687054;9.357175478;7.894066369;8.248169139;8.402599322;breast cancer;;
GSM1877448;3.905189548;8.902904807;8.010573961;7.732456411;9.028099428;breast cancer;;
GSM1877449;9.957958225;8.807877563;7.890733729;8.367218471;9.5129357;breast cancer;;
GSM1877450;5.895206196;8.826531694;7.42948935;8.143559853;8.652354318;breast cancer;;
GSM1877451;9.735227387;9.488114336;7.494217754;8.547159031;8.593701133;breast cancer;;
GSM1877452;8.190415076;9.345771386;6.543311603;8.526592982;8.355236091;breast cancer;;
GSM1877453;9.308267909;8.074759807;7.853102778;8.27970861;9.960477981;breast cancer;;
GSM1877454;5.909330825;8.302384923;7.78664063;7.928065375;8.735557909;breast cancer;;
GSM1877455;7.261735385;8.824488452;7.321739335;8.342462419;9.073901533;breast cancer;;
GSM1877456;5.178134561;8.723417567;8.024621809;7.914395998;8.753346345;breast cancer;;
GSM1877457;9.521293719;9.079639855;8.177097829;8.160495381;9.167357123;breast cancer;;
GSM1877458;6.619473007;9.24157933;8.021969084;8.287535673;9.392403979;breast cancer;;
GSM1877459;7.050988719;8.957932672;8.162836138;8.248740228;8.552966143;breast cancer;;
GSM1877460;9.684512299;8.608747962;7.735555726;7.585736439;9.092115151;breast cancer;;
GSM1877461;9.84357127;9.62335041;7.475419888;8.213714346;8.116875981;breast cancer;;
GSM1877462;5.369154046;9.349363042;7.904778978;7.917965174;9.15619348;breast cancer;;
GSM1877463;9.316105006;8.533202606;8.383253771;7.589942569;9.456221299;breast cancer;;
GSM1877464;10.13690704;9.719875773;7.885930996;8.215121069;7.477828881;breast cancer;;
GSM1877465;10.89508858;9.817393407;7.689934112;8.200915775;8.010669671;breast cancer;;
GSM1877466;9.887249935;9.059675599;8.178214485;8.629894569;7.912883851;breast cancer;;
GSM1877467;9.233670688;9.116740368;7.929604945;8.185187981;9.213718749;breast cancer;;
GSM1877468;5.533910688;9.224829564;7.865586928;7.993171952;7.95342834;breast cancer;;
GSM1877469;10.73657295;8.842516843;7.599889127;7.707640614;8.536457841;breast cancer;;
GSM1877470;9.124156663;10.21617103;8.066650238;7.685567468;7.955243317;breast cancer;;
GSM1877471;9.482406995;10.01696132;7.563052768;8.087854739;7.171595163;breast cancer;;
GSM1877472;10.45413201;10.0560928;7.816213217;8.11627899;7.67789333;breast cancer;;
GSM1877473;8.577370262;9.893607729;7.414187153;8.470626815;7.164553227;breast cancer;;
GSM1877474;7.376475567;8.892031858;7.540391912;8.166428325;9.142277665;breast cancer;;
GSM1877475;9.643623789;9.190805003;6.848729811;7.923600631;7.393693941;breast cancer;;
GSM1877476;8.349677976;9.463443605;7.152297411;7.759828834;7.56983156;breast cancer;;
GSM1877477;9.644505236;9.373135722;7.588440902;8.032829762;7.620017018;breast cancer;;
GSM1877478;9.00117931;8.981993952;7.556065473;7.748745048;8.640194722;breast cancer;;
GSM1877479;7.952919256;7.966581932;6.637326939;8.363495702;8.785746176;breast cancer;;
GSM1877480;7.783692379;8.15740137;8.055448437;8.509083854;9.649358939;breast cancer;;
GSM1877481;8.288392607;9.428969954;7.252765958;7.699694663;7.78474248;breast cancer;;
GSM1877482;10.05783993;8.736981182;7.397357897;8.039070454;8.397515277;breast cancer;;
GSM1877483;9.904608693;10.23810953;7.372385959;8.649648022;8.619538358;breast cancer;;
GSM1877484;6.987964716;6.978047347;7.519081529;7.570958183;9.31057036;breast cancer;;
GSM1877485;7.962305439;8.969875017;7.600175098;7.858666;8.583929126;breast cancer;;
GSM1877486;4.975309725;8.194639133;7.941438975;7.654251877;8.682202976;breast cancer;;
GSM1877487;5.796917235;8.931348758;8.535740691;7.713307692;8.780068728;breast cancer;;
GSM1877488;8.666650099;8.924686686;7.812359694;7.725072121;8.332501457;breast cancer;;
GSM1877489;8.659831802;8.047874936;8.041578924;7.755119643;8.78980315;breast cancer;;
GSM1877490;10.30794461;8.657085914;7.541035877;7.781153691;8.453468142;breast cancer;;
GSM1877491;9.185863053;9.743223424;7.904957851;7.431733147;7.01581918;breast cancer;;
GSM1877492;9.500198412;7.613888999;7.653536979;7.774445149;8.561212276;breast cancer;;
GSM1877493;9.964222692;9.703553461;7.42757534;7.987677266;8.727962405;breast cancer;;
GSM1877494;10.56445164;9.937092216;8.210880494;7.85949828;8.14393636;breast cancer;;
GSM1877495;9.314990687;8.287229459;8.011173585;7.293065268;8.462208658;breast cancer;;
GSM1877496;9.365015642;9.234119059;8.474197169;7.713330406;8.257503854;breast cancer;;
GSM1877497;9.453612746;8.364446664;8.853536913;7.465525599;8.025496368;breast cancer;;
GSM1877498;7.284781251;9.347719838;7.829151394;7.074223411;8.473859637;breast cancer;;
GSM1877499;9.134335174;8.982636441;7.680284491;7.572683955;9.060425155;breast cancer;;
GSM1877500;7.071975517;9.089930669;8.4706037;7.44423851;9.020654836;breast cancer;;
GSM1877501;8.586022734;9.384135965;8.24978157;7.237097666;8.580890852;breast cancer;;
GSM1877502;6.61702082;9.391116942;8.101219053;7.775032817;7.566751031;breast cancer;;
GSM1877503;6.80786951;9.601585667;8.73810311;7.413025257;7.93406598;breast cancer;;
GSM1877504;7.840998213;9.357212053;8.500650148;7.95985395;7.955179322;breast cancer;;
GSM1877505;7.205996483;9.402440454;8.068038094;7.521758692;7.666579182;breast cancer;;
GSM1877506;8.811366281;9.714375557;8.099687843;7.954823385;8.219708719;breast cancer;;
GSM1877507;5.425596401;9.015875649;7.88459739;7.246713648;8.020298317;breast cancer;;
GSM1877508;1.883030614;7.622784447;8.396393604;6.732589177;8.614134976;breast cancer;;
GSM1877509;3.935750202;8.442997979;8.292954763;7.327329793;8.27719774;breast cancer;;
GSM1877510;7.27200803;9.119243594;8.516055956;7.561114807;8.905480635;breast cancer;;
GSM1877511;7.278068775;9.620805085;7.724390585;7.641921779;7.783721298;breast cancer;;
GSM1877512;6.70913838;9.12083678;7.970382582;7.471884336;7.694056491;breast cancer;;
GSM1877513;4.701123469;9.223032082;7.811296107;7.807471306;7.210275589;breast cancer;;
GSM1877514;6.445384112;9.669799811;8.239037161;7.588057809;8.398643066;breast cancer;;
GSM1877515;5.046800893;8.95630844;8.16085993;7.594831994;9.012486717;breast cancer;;
GSM1877516;6.779403;8.408241012;7.880837176;7.928857477;8.287492908;breast cancer;;
GSM1877517;8.166588835;9.136413267;8.235372926;7.970521971;8.948429287;breast cancer;;
GSM1877518;8.562361733;9.216221363;7.309761427;7.272611291;8.56087793;breast cancer;;
GSM1877519;5.696785243;8.441953412;8.137308204;8.123112367;9.170587345;breast cancer;;
GSM1877520;9.078300931;9.703342024;8.995834209;8.205647918;8.840624995;breast cancer;;
GSM1877521;5.78677771;9.467869814;7.640804964;7.742954591;7.715966494;breast cancer;;
GSM1877522;3.810595816;9.24410342;8.345752601;7.478068816;8.222882835;breast cancer;;
GSM1877523;9.201103487;9.641413731;7.39186464;8.314907842;8.260961831;breast cancer;;
GSM1877524;6.289767956;9.274714939;7.572487366;8.132070152;8.057877931;breast cancer;;
GSM1877525;8.493341951;10.33729609;8.217045483;8.178959458;8.555846484;breast cancer;;
GSM1877526;6.895231355;9.143929206;8.274804103;8.554810148;9.439736798;breast cancer;;
GSM1877527;9.035920356;8.971797043;8.116496609;8.11958261;9.039441575;breast cancer;;
GSM1877528;5.813153363;9.572885289;7.997558851;8.286162103;7.873490798;breast cancer;;
GSM1877529;3.75641378;9.393581789;7.738412993;8.768096552;6.981482339;breast cancer;;
GSM1877530;4.555524207;9.956723954;8.098425194;7.755227537;7.61282474;breast cancer;;
GSM1877531;5.752455157;9.844769118;8.417720095;7.881306767;8.737991014;breast cancer;;
GSM1877532;4.092479095;9.765097483;8.126104336;7.797736319;8.185413597;breast cancer;;
GSM1877533;4.411006432;9.951598266;8.347908358;8.163032254;8.248609606;breast cancer;;
GSM1877534;5.545964822;10.17015551;8.238520551;8.170861422;8.754679523;breast cancer;;
GSM1877535;5.475730075;9.852034604;7.784142447;8.260237841;8.354328608;breast cancer;;
GSM1877536;4.810613786;9.664748243;8.033716388;8.445831903;7.79893295;breast cancer;;
GSM1877537;9.113003273;9.647829417;8.431022981;8.155237784;9.344256111;breast cancer;;
GSM1877538;8.821358012;9.16534437;8.597496584;8.344826761;9.127552318;breast cancer;;
GSM1877539;8.678095626;9.846774034;7.998459335;8.403119422;8.384413898;breast cancer;;
GSM1877540;9.555184339;9.702767231;8.160959588;8.372875815;8.277827742;breast cancer;;
GSM1877541;9.450939271;9.038718636;8.415777405;8.293133802;9.203416526;breast cancer;;
GSM1877542;8.049860074;8.936445129;8.2679203;8.742833449;8.815994727;breast cancer;;
GSM1877543;6.779567376;8.504094617;8.083663146;8.630318577;8.961452063;breast cancer;;
GSM1877544;9.93999493;9.850655735;7.772869767;8.587736011;8.385181891;breast cancer;;
GSM1877545;9.601985429;9.82551281;8.910951842;8.030670101;8.355750961;breast cancer;;
GSM1877546;5.786548419;9.274547962;8.034964346;8.357901581;9.262278607;breast cancer;;
GSM1877547;4.933775151;9.649529796;8.09134028;8.367533048;8.249286513;breast cancer;;
GSM1877548;4.37885022;9.598826471;9.34489047;8.018121995;8.455599912;breast cancer;;
GSM1877549;6.408838532;8.91586282;8.055247158;8.147955651;8.810099422;breast cancer;;
GSM1877550;8.626294281;9.149438508;8.389080516;7.958661941;9.391905893;breast cancer;;
GSM1877551;8.880803301;9.808987364;7.91021178;8.333315555;8.447981059;breast cancer;;
GSM1877552;9.60174679;9.432657488;7.809532473;8.263048959;8.886360434;breast cancer;;
GSM1877553;8.661069539;9.854663264;7.570852843;8.70355406;8.151458271;breast cancer;;
GSM1877554;6.604091402;9.538258038;7.792242789;8.265471968;8.832301417;breast cancer;;
GSM1877555;9.842774997;9.598792327;8.363974537;8.347435125;9.263493103;breast cancer;;
GSM1877556;10.50868953;8.85663312;7.745567428;8.727130381;8.904438445;breast cancer;;
GSM1877557;9.180823377;10.09735674;8.372952554;8.693697736;8.413122012;breast cancer;;
GSM1877558;7.828015638;9.628561151;8.50605604;8.25502897;9.737334886;breast cancer;;
GSM1877559;5.901500253;9.815608343;7.925425881;8.414757528;8.700070545;breast cancer;;
GSM1877560;8.351188448;9.570019065;8.233837603;8.724906845;8.755278715;breast cancer;;
GSM1877561;5.265539793;9.066963336;7.641781842;8.092249942;7.961324725;breast cancer;;
GSM1877562;9.126926248;8.486648535;7.301415297;7.567690614;7.290110443;breast cancer;;
GSM1877563;5.798337254;8.984783482;7.756914742;8.623562635;7.741072005;breast cancer;;
GSM1877564;6.790200152;9.723156784;7.970807229;8.300098606;8.10897196;breast cancer;;
GSM1877565;9.8793078;9.396806829;8.039304615;8.219329513;8.26140946;breast cancer;;
GSM1877566;8.355519119;8.633071681;7.394335597;7.861414571;8.434406388;breast cancer;;
GSM1877567;6.209798071;8.235846365;7.795246504;8.157641787;9.078672666;breast cancer;;
GSM1877568;5.959104475;9.306213062;7.570536667;8.238707502;8.073196834;breast cancer;;
GSM1877569;8.15987323;8.934724314;8.17936207;8.3415024;8.519869941;breast cancer;;
GSM1877570;8.893391402;8.372403661;8.280734443;8.237535378;9.599462115;breast cancer;;
GSM1877571;6.516281326;9.647962124;7.597814083;8.515219395;7.674022755;breast cancer;;
GSM1877572;2.043197472;8.798315151;8.344452868;7.410263755;8.116469855;breast cancer;;
GSM1877573;7.003813989;9.093443874;8.233650581;8.166308199;8.989323601;breast cancer;;
GSM1877574;8.183392889;8.531314149;8.935357451;7.797677636;9.343328383;breast cancer;;
GSM1877575;6.454482816;9.130998489;7.927544845;8.214205825;8.054797543;breast cancer;;
GSM1877576;4.670355238;8.929817848;7.641100097;8.036947403;7.558091824;breast cancer;;
GSM1877577;8.001558692;9.59189235;7.872571117;8.20801047;8.528987697;breast cancer;;
GSM1877578;8.260152596;9.326143463;8.043567136;8.160355872;7.518577059;breast cancer;;
GSM1877579;10.17078254;9.401402971;8.388015794;8.204554696;8.587114897;breast cancer;;
GSM1877580;7.41804041;9.937531391;8.215743765;8.871840194;7.953152324;breast cancer;;
GSM1877581;8.394322008;10.46315964;8.247955867;8.181691413;8.035835008;breast cancer;;
GSM1877582;6.821827204;9.152002619;8.738093721;7.73839102;8.538959301;breast cancer;;
GSM1877583;10.1966548;8.874109306;8.154744296;8.467962282;9.278014398;breast cancer;;
GSM1877584;9.866398972;10.05084191;8.067233276;8.599661178;7.78870612;breast cancer;;
GSM1877585;9.20008284;9.845201104;8.093271776;8.744892977;7.953548785;breast cancer;;
GSM1877586;10.57579387;10.13232322;8.544332145;8.237268634;7.899684129;breast cancer;;
GSM1877587;7.927706889;8.761956417;8.179484322;8.306841471;8.408609196;breast cancer;;
GSM1877588;6.875710868;9.470941701;8.32021478;8.064003186;7.727873378;breast cancer;;
GSM1877589;6.311828865;9.519355572;8.687861118;7.979420029;7.813811394;breast cancer;;
GSM1877590;7.563808273;9.235036037;7.764664151;8.383871934;8.403927853;breast cancer;;
GSM1877591;7.530919924;9.539471112;8.249481833;7.847332008;7.63965658;breast cancer;;
GSM1877592;10.39840733;9.050460608;8.130918741;8.445402006;8.12625671;breast cancer;;
GSM1877593;7.492036665;8.615862867;8.694866706;8.047141853;8.944262089;breast cancer;;
GSM1877594;5.930222163;8.242301183;8.250683011;8.351758509;9.067786924;breast cancer;;
GSM1877595;7.954598229;9.199394512;7.895042162;8.317814452;8.582534392;breast cancer;;
GSM1877596;4.123120123;9.60488379;8.058942721;8.185340757;8.538164699;breast cancer;;
GSM1877597;3.939540503;8.834629034;7.907988882;7.675891015;7.715092394;breast cancer;;
GSM1877598;6.644280715;8.610816272;7.36679644;7.551580688;7.12936633;breast cancer;;
GSM1877599;9.933441103;9.060234828;7.641754199;7.953696658;7.765998455;breast cancer;;
GSM1877600;7.215580449;9.586580733;8.065262919;7.976086534;7.850538661;breast cancer;;
GSM1877601;6.697988363;9.490402472;7.755983879;7.863256271;7.85598538;breast cancer;;
GSM1877602;6.147320858;8.259388355;8.124107703;8.379803382;8.462614048;breast cancer;;
GSM1877603;5.526722857;8.559032815;7.953956526;7.885752086;7.822881206;breast cancer;;
GSM1877604;7.44119682;8.556508888;8.913845656;7.713509091;8.11490483;breast cancer;;
GSM1877605;4.863706099;8.695387712;8.239691893;7.446680797;7.910306908;breast cancer;;
GSM1877606;7.741571195;8.648478032;8.624060884;7.541484399;9.099698566;breast cancer;;
GSM1877607;8.217115652;9.247286282;8.25388731;8.223447393;8.090923123;breast cancer;;
GSM1877608;4.300982129;9.509639287;7.786711955;7.66609371;7.718684999;breast cancer;;
GSM1877609;4.547311496;9.850375703;7.921759964;7.883229233;7.506317961;breast cancer;;
GSM1877610;4.960478749;8.537627457;7.547781844;8.623568666;7.936458664;breast cancer;;
GSM1877611;4.135121238;8.210324996;7.80062676;8.04849378;8.617190858;breast cancer;;
GSM1877612;4.783777841;8.665106364;7.604339231;8.29375259;8.586945708;breast cancer;;
GSM1877613;10.01994727;7.915452883;7.995698596;8.524808747;9.454827914;breast cancer;;
GSM1877614;10.19272713;10.19805757;7.570821137;8.143569329;7.931197364;breast cancer;;
GSM1877615;7.202994695;8.801998358;7.95149031;8.133754373;8.10746521;breast cancer;;
GSM1877616;6.420714853;7.876296013;8.177749496;8.03925762;9.241913572;breast cancer;;
GSM1877617;9.046041632;8.758018781;7.581028395;7.68132227;7.933708598;breast cancer;;
GSM1877618;6.650566634;6.05237168;8.829693558;7.276961922;8.929953715;breast cancer;;
GSM1877619;6.766751925;5.699844889;8.873504783;6.867503686;9.095448612;breast cancer;;
GSM1877620;4.712277589;5.088890041;9.277654153;6.71934517;9.38039376;breast cancer;;
GSM1877621;5.902961453;5.192791433;9.252439038;6.649086609;9.101400161;breast cancer;;
GSM1877622;8.43612227;4.695791221;9.641442267;7.001422617;9.527315786;breast cancer;;
GSM1877623;7.081946271;4.907958358;9.79779057;6.828609589;9.317164612;breast cancer;;
GSM1877624;3.725110989;5.87280493;8.793662753;6.588739255;9.387330511;breast cancer;;
GSM1877625;6.774112534;5.138508328;9.295977065;6.439072105;9.776586499;breast cancer;;
GSM1877626;6.857243314;4.925941117;9.258387414;6.531474908;9.592953475;breast cancer;;
GSM1877627;4.572937681;5.686575926;9.062979242;7.195834311;9.230648446;breast cancer;;
GSM1877628;5.187828983;5.440666011;9.330198819;7.076383499;9.628269228;breast cancer;;
GSM1877629;7.491974298;4.952159196;9.217332339;6.420092947;10.01458015;breast cancer;;
GSM1877630;7.364761726;5.089080292;9.421012816;6.898191069;9.585546148;breast cancer;;
GSM1877631;7.436195279;5.717557016;9.131787695;6.829770536;9.345598701;breast cancer;;
GSM1877632;3.963790005;4.839650872;9.050386112;6.29849562;9.407329766;breast cancer;;
GSM1877633;7.322742666;5.422861659;9.472673363;6.557019183;10.04634248;breast cancer;;
GSM1877634;7.421585285;6.073445587;9.188305153;6.954007391;9.561846782;breast cancer;;
GSM1877635;4.010687061;5.185230537;9.077799953;6.743584776;9.323288805;breast cancer;;
GSM1877636;7.293143319;5.209515885;9.260362301;7.001819406;9.709748934;breast cancer;;
GSM1877637;6.557281664;4.978476508;9.229166465;6.912635125;9.695361491;breast cancer;;
GSM1877638;5.663572654;5.247693885;9.086309321;7.290417269;9.122735657;breast cancer;;
GSM1877639;7.51086642;5.047385172;9.236048771;7.192532322;9.282361078;breast cancer;;
GSM1877640;5.425862763;6.090045249;9.13666207;7.521698247;9.299800438;breast cancer;;
GSM1877641;6.148017902;5.107413961;9.353481576;7.412469614;9.675463674;breast cancer;;
GSM1877642;6.545611922;5.64884357;9.336245345;7.011213282;9.239894571;breast cancer;;
GSM1877643;6.104124009;5.163747637;9.045785983;6.735535383;9.283275345;breast cancer;;
GSM1877644;6.675644751;5.541588195;9.236685025;7.063278953;9.361339794;breast cancer;;
GSM1877645;6.900557853;5.037093499;9.387396224;7.502239574;9.770231574;breast cancer;;
GSM1877646;7.329134547;5.562797632;9.367268169;7.364032035;9.400903525;breast cancer;;
GSM1877647;5.729057693;4.867241528;9.145310816;7.018410507;9.209931939;breast cancer;;
GSM1877648;6.271906908;5.814565662;9.326565262;6.990709439;9.166456742;breast cancer;;
GSM1877649;6.001536453;5.238677136;9.117607201;7.42745251;9.452117729;breast cancer;;
GSM1877650;4.678370285;5.429558694;9.009225618;6.498086652;9.072439253;breast cancer;;
GSM1877651;4.880363142;4.871879212;9.10199485;7.027928629;9.534324304;breast cancer;;
GSM1877652;8.02402181;5.144940295;9.097624322;6.969325001;9.35003385;breast cancer;;
GSM1877653;6.564998339;5.49747848;9.355515202;7.265616436;9.3219802;breast cancer;;
GSM1877654;6.152532163;5.545294241;9.560735521;7.338088401;9.432074189;breast cancer;;
GSM1877655;6.480000967;4.379295697;9.236945401;6.755465986;9.60169569;breast cancer;;
GSM1877656;8.003642714;5.946400979;9.310232808;6.73438263;9.44897767;breast cancer;;
GSM1877657;5.719321688;5.349421109;9.108771528;6.885813957;9.194193992;breast cancer;;
GSM1877658;8.341748378;5.117067962;9.215952079;7.023112209;9.232484979;breast cancer;;
GSM1877659;7.691455343;4.908697463;9.216130646;6.653841884;9.359611711;breast cancer;;
GSM1877660;8.244940181;4.566766405;9.136341254;6.650252074;9.377143596;breast cancer;;
GSM1877661;6.373484121;4.737757997;9.343089511;6.844091718;9.633751897;breast cancer;;
GSM1877662;7.360186246;6.229494162;9.451977092;7.151605157;9.398080757;breast cancer;;
GSM1877663;8.822821309;4.701143682;9.254108232;6.831416193;9.538264323;breast cancer;;
GSM1877664;9.704856165;5.205381024;9.150582151;6.931859245;9.665343521;breast cancer;;
GSM1877665;7.110604045;4.885147653;9.226364451;7.102692474;9.545429764;breast cancer;;
